2017-11-10 21:40:44,979 - start process
2017-11-10 21:42:37,003 - start process
2017-11-10 21:46:20,827 - start process
2017-11-10 21:46:32,089 - start process
2017-11-10 21:51:01,743 - start process
2017-11-10 21:51:50,343 - start process
2017-11-10 22:51:13,808 - ejb service
2017-11-10 22:51:38,623 - ejb service
2017-11-10 22:51:38,624 - jms service
